Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,In what ZIP code is your home located? (enter 5-digit ZIP code; for example 00544 or 94305),Age,Gender,Household Income,Region,Device Type
11332690662,2020-02-08 15:33:07,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Another race,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,90650,18-29,Female,$25000-$49999,Pacific,Android Phone / Tablet
11332690584,2020-02-08 15:31:12,I don't know or I'd rather not say,Neither liberal nor conservative,No,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Sen. Michael Bennet,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Sen. Michael Bennet,,Fmr. NYC Mayor Michael Bloomberg,,,60061,18-29,Male,$75000-$99999,East North Central,Android Phone / Tablet
11332690424,2020-02-08 15:33:40,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,2895,30-44,Male,$75000-$99999,New England,Android Phone / Tablet
11332690410,2020-02-08 15:31:47,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,36303,45-60,Female,$100000-$124999,East South Central,iOS Phone / Tablet
11332690144,2020-02-08 15:32:15,Yes I will likely vote in my state's Democratic primary or caucus,Slightly conservative,No,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,78573,18-29,Male,$25000-$49999,West South Central,iOS Phone / Tablet
11332689921,2020-02-08 15:31:29,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,93611,45-60,Female,$75000-$99999,Pacific,iOS Phone / Tablet
11332689817,2020-02-08 15:31:30,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,Andrew Yang,,,,,,,Rep. Tulsi Gabbard,,,Sen. Elizabeth Warren,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Bernie Sanders,,,Andrew Yang,,,,,,Fmr. V.P. Joe Biden,,,,Sen. Elizabeth Warren,,,,,,,,23602,30-44,Male,$100000-$124999,South Atlantic,iOS Phone / Tablet
11332689740,2020-02-08 15:32:43,Yes I will likely vote in my state's Democratic primary or caucus,Slightly conservative,No,Asian or Asian American,Probably the Republican nominee,,,,,,,Andrew Yang,,,,,,,,,,,,Andrew Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Yang,,,,,,54818,18-29,Male,$0-$9999,East North Central,iOS Phone / Tablet
11332689106,2020-02-08 15:31:07,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,No,White or Caucasian,Neither / I don't intend to vote.,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,97501,45-60,Female,$10000-$24999,Pacific,iOS Phone / Tablet
11332688769,2020-02-08 15:31:33,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Democratic nominee,,,,,,,,Sen. Michael Bennet,Tom Steyer,,,,,,,,,,,Sen. Michael Bennet,,,,,,,,,,,,,Tom Steyer,,,,,,,,,,,,Tom Steyer,,,,,,,,,,,Sen. Michael Bennet,,,,,37748,18-29,Female,$10000-$24999,East South Central,iOS Phone / Tablet
11332688630,2020-02-08 15:30:46,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,,,,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,,,,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,88130,18-29,Female,$25000-$49999,Mountain,iOS Phone / Tablet
11332688491,2020-02-08 15:31:32,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,Another race,I'm not sure at this time,,Rep. Tulsi Gabbard,,,,,,,,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,98125,18-29,Male,$0-$9999,Pacific,iOS Phone / Tablet
11332688146,2020-02-08 15:30:44,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,No,Black or African American,I'm not sure at this time,,,,,,,,,Tom Steyer,,,,,,,,,,,,,,,,,,,,,,,,Tom Steyer,,,,,,,,,,,,Tom Steyer,,,,,,,,,,,,,,,,89103,18-29,Female,$25000-$49999,Mountain,iOS Phone / Tablet
11332688002,2020-02-08 15:30:26,Yes I will likely vote in my state's Republican primary or caucus,Moderately liberal,Yes,Asian or Asian American,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,,60139,45-60,Male,$150000-$174999,East North Central,iOS Phone / Tablet
11332686409,2020-02-08 15:26:21,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,Tom Steyer,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,South Bend Mayor Pete Buttigieg,,,,,,,44515,30-44,Male,$50000-$74999,East North Central,Android Phone / Tablet
11332685331,2020-02-08 15:15:44,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,Sen. Elizabeth Warren,,Andrew Yang,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,Sen. Elizabeth Warren,,Andrew Yang,,,,,,32824,30-44,Male,$75000-$99999,South Atlantic,Android Phone / Tablet
11332684741,2020-02-08 15:26:32,I don't know or I'd rather not say,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,,Rep. Tulsi Gabbard,,,,,,,,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,32137,18-29,Male,$25000-$49999,South Atlantic,iOS Phone / Tablet
11332681667,2020-02-08 15:21:28,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,South Bend Mayor Pete Buttigieg,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,44256,30-44,Female,$50000-$74999,East North Central,Android Phone / Tablet
11332679192,2020-02-08 15:21:42,Yes I will likely vote in my state's Republican primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Republican nominee,,,,,,,Andrew Yang,,,,,,,,,,,,Andrew Yang,,,,,,,,,,,,Andrew Yang,,,,,,,,,,,,Andrew Yang,,,,,,,,,,,,Andrew Yang,,,,,,94134,30-44,Female,$50000-$74999,Pacific,iOS Phone / Tablet
11332678235,2020-02-08 15:09:51,I don't know or I'd rather not say,Moderately liberal,No,American Indian or Alaska Native,I'm not sure at this time,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,Sen. Elizabeth Warren,,,,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,36502,30-44,Female,$25000-$49999,East South Central,iOS Phone / Tablet
11332677860,2020-02-08 15:16:21,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,50401,30-44,Female,$75000-$99999,West North Central,iOS Phone / Tablet
11332677752,2020-02-08 15:20:12,I don't know or I'd rather not say,I don't know or I'd rather not say,Unsure / Don’t know,Asian or Asian American,Neither / I don't intend to vote.,,,,,,,,,,,,I have not heard of any of these people,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,77077,18-29,Female,Prefer not to answer,West South Central,iOS Phone / Tablet
11332676108,2020-02-08 15:17:41,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,,,,,,,,,,,,I have not heard of any of these people,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,19977,30-44,Female,$75000-$99999,South Atlantic,iOS Phone / Tablet
11332675600,2020-02-08 15:16:53,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,Fmr. Gov. Deval Patrick,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,1089,18-29,Female,Prefer not to answer,New England,iOS Phone / Tablet
11332674772,2020-02-08 15:17:11,Yes I will likely vote in my state's Republican primary or caucus,Very liberal,Yes,Asian or Asian American,Probably the Republican nominee,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,Sen. Elizabeth Warren,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,77545,18-29,Male,$25000-$49999,West South Central,iOS Phone / Tablet
11332674654,2020-02-08 15:16:06,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Black or African American,Probably the Democratic nominee,,,,,,,,,,,Fmr. Gov. Deval Patrick,,,,,,,,,,,,Fmr. Gov. Deval Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fmr. Gov. Deval Patrick,,34972,45-60,Male,$0-$9999,South Atlantic,Android Phone / Tablet
11332674437,2020-02-08 15:16:02,Yes I will likely vote in my state's Republican primary or caucus,Slightly liberal,No,Asian or Asian American,I'm not sure at this time,,,,Sen. Bernie Sanders,,,Andrew Yang,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,Andrew Yang,,,,,,11355,18-29,Female,$10000-$24999,Middle Atlantic,iOS Phone / Tablet
11332673117,2020-02-08 15:14:15,I don't know or I'd rather not say,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,Tom Steyer,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,,South Bend Mayor Pete Buttigieg,Andrew Yang,,Tom Steyer,,,,84058,18-29,Female,$100000-$124999,Mountain,iOS Phone / Tablet
11332672858,2020-02-08 15:13:54,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Bernie Sanders,,,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,,,,,,,,,,,Sen. Bernie Sanders,,South Bend Mayor Pete Buttigieg,,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,,Andrew Yang,,,,,,15235,30-44,Male,$50000-$74999,Middle Atlantic,Android Phone / Tablet
11332672291,2020-02-08 15:12:41,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,Sen. Michael Bennet,Tom Steyer,,,,,,,,Sen. Elizabeth Warren,,,Sen. Michael Bennet,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,,,,,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,Andrew Yang,Sen. Michael Bennet,,,,,80111,> 60,Male,$100000-$124999,Mountain,iOS Phone / Tablet
11332669769,2020-02-08 15:08:30,Yes I will likely vote in my state's Republican primary or caucus,Slightly liberal,Yes,American Indian or Alaska Native,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,South Bend Mayor Pete Buttigieg,,,,,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,,,,Fmr. V.P. Joe Biden,,,,,,Andrew Yang,,,,,,90210,30-44,Male,$10000-$24999,Pacific,Android Phone / Tablet
11332668345,2020-02-08 15:03:46,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Amy Klobuchar,,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Amy Klobuchar,,,,,,,,,,54880,45-60,Female,Prefer not to answer,East North Central,Android Phone / Tablet
11332664984,2020-02-08 15:02:26,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Hispanic or Latino,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,,,,,,,Sen. Amy Klobuchar,,,,,,,,,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,,,,,,,,,,,,,,,,,60056,18-29,Female,Prefer not to answer,East North Central,Android Phone / Tablet
11332662609,2020-02-08 15:02:17,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Black or African American,I'm not sure at this time,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,14623,45-60,Female,$200000+,Middle Atlantic,iOS Phone / Tablet
11332661958,2020-02-08 15:03:05,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,I don't know or I'd rather not say,No,White or Caucasian,Neither / I don't intend to vote.,,,,,,,,,,,,I have not heard of any of these people,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,28110,18-29,Female,$10000-$24999,South Atlantic,Android Phone / Tablet
11332661818,2020-02-08 15:01:38,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,Black or African American,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,,,,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,South Bend Mayor Pete Buttigieg,,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,,,,,11414,18-29,Female,$50000-$74999,Middle Atlantic,iOS Phone / Tablet
11332660725,2020-02-08 15:02:03,Yes I will likely vote in my state's Republican primary or caucus,Neither liberal nor conservative,Yes,Hispanic or Latino,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Andrew Yang,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,,,Andrew Yang,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,,95340,18-29,Male,Prefer not to answer,Pacific,iOS Phone / Tablet
